RE	TG	SNP	D0	Sig	RS	P-value	TF
chr2_28678928_28679220	FOSL2	rs116169514,rs12466454,rs12987346,rs13390537,rs140003770,rs141062531,rs144632054,rs147564087,rs2940787,rs2940797,rs2940799,rs4665420,rs4666076,rs56337508,rs58743238,rs6547855,rs6719666,rs6726188,rs6731639,rs6733116,rs7573732,rs7581646,rs76688387,rs77109533,rs78709905	###	###	0.21245701092556094	0.3725009067105479	TEF,NR2F6,CTCF,RXRB,FOXG1,HLF,POU3F3,ETV5,TCF3,TCF4,EGR3,ETS2,CEBPB,SOX2,EGR1,RXRA,ELK1,ZBTB7A,TBR1,ESRRA,NR2F1,DBP
chr17_17356384_17356782	RASD1	rs111639985,rs11652200,rs11653380,rs1242477,rs1242478,rs1242479,rs1242480,rs1242481,rs1242482,rs1242485,rs1242486,rs1242488,rs1242490,rs1242491,rs1242492,rs1242493,rs1242497,rs1242498,rs1242499,rs1242500,rs1242501,rs1242502,rs1242503,rs1242504,rs1242505,rs1242506,rs1242509,rs1242510,rs1242511,rs1242514,rs1242515,rs1242516,rs1242517,rs1242518,rs1263507,rs1263509,rs1268855,rs1269402,rs12938634,rs138822058,rs140035159,rs141351490,rs149911539,rs150467445,rs1569043,rs1671822,rs16961654,rs182592449,rs182914175,rs185066721,rs185854894,rs1969488,rs2141116,rs2232831,rs2660836,rs2694920,rs2694926,rs2694927,rs28375824,rs28435349,rs34243760,rs34389187,rs34955670,rs35815169,rs4479310,rs4924755,rs4924852,rs4924853,rs4924868,rs4924877,rs4924890,rs4924891,rs4924892,rs55766592,rs56352670,rs57000611,rs57826838,rs62063625,rs711352,rs71364024,rs7207127,rs7213891,rs7219976,rs7220132,rs7220217,rs73978916,rs73978919,rs76749797,rs77199448,rs78267649,rs78302866,rs79291982,rs79966498,rs8072971,rs8079827,rs8080681,rs906405	rs1242479,rs1242480	###	0.21218445378016423	0.3738798273508861	MEIS3,NFIX,CTCF,MAFG,FOXO4,TBR1,EGR3,ESRRA,ETS2,NFIC,RXRB,SOX2,EGR1,TFCP2,PKNOX2,FOXG1,TCF4,NR2F1
chr1_46774583_46775051	FAAH	rs113459490,rs12065340,rs12410307,rs143226548,rs17413652,rs28363229,rs410019,rs55867821,rs7514388	###	###	0.21218345351028092	0.37388489090081434	ETS2,NFIC,NFIX
chr7_5482575_5483059	SLC29A4	rs10046575,rs10046576,rs10215480,rs10216189,rs10235653,rs10237045,rs10259680,rs10259681,rs10951952,rs10951953,rs10951955,rs111627311,rs113627003,rs113639567,rs116513141,rs116886068,rs11761546,rs11772322,rs11772823,rs11772953,rs12155102,rs12702433,rs13223717,rs13235546,rs142191437,rs185978704,rs189172242,rs191848303,rs28510607,rs28566736,rs34214246,rs3801057,rs3801058,rs4075996,rs4077245,rs4263645,rs4296949,rs4307232,rs4341075,rs4346902,rs4400291,rs4415229,rs4416742,rs4431504,rs4448170,rs4527789,rs4560713,rs4573164,rs4623326,rs4628168,rs4640961,rs4720630,rs4724690,rs4724691,rs4724693,rs4724694,rs4724695,rs4724696,rs4724698,rs4724699,rs4724700,rs4724701,rs4724702,rs55998633,rs56017129,rs57842843,rs58047616,rs59055915,rs60156456,rs61052376,rs62441003,rs6463482,rs67223650,rs6952191,rs6962735,rs6964614,rs6970215,rs71531304,rs73057722,rs73057725,rs73059717,rs73059720,rs73059737,rs73059742,rs76269149,rs7778113,rs7783497,rs7789129,rs7795302,rs7799665,rs7799970,rs7806101,rs9986884	###	###	0.212162115117942	0.37399291494647446	BHLHE40,NFIX,ZBTB7A,NFIC,ETS2,RXRB,EGR1,ETV5,NR2F1
chr22_18055558_18056134	ATP6V1E1	rs1044497,rs1123031,rs1296819,rs146123401,rs146920156,rs150992013,rs174366,rs174367,rs174368,rs174369,rs183169171,rs183457737,rs2072555,rs404602,rs409842,rs411358,rs412830,rs423158,rs438858,rs440661,rs55758601,rs55824102,rs5746439,rs5747248,rs5992071,rs5992072,rs5992076,rs5992080,rs5992748,rs5992749,rs5992750,rs5992751,rs5992760,rs5992761,rs695291,rs737995,rs78126864,rs9180,rs9604766,rs9605348	###	###	0.21215523918535298	0.3740277259594519	ETS2,SOX2,RXRB,ETV5
chr12_6846063_6846341	MLF2	rs10444482,rs10774444,rs10849499,rs11064316,rs11064323,rs11064326,rs11064331,rs11064332,rs11064381,rs11064382,rs11064386,rs11609978,rs12578573,rs13377774,rs182734564,rs182773113,rs1882548,rs189875192,rs2103397,rs2302365,rs2365100,rs2365567,rs4764512,rs55997530,rs6489730,rs6489731,rs6489732,rs6489735,rs67693424,rs7138427,rs7302581,rs7309525,rs7315926,rs7488113,rs7966029,rs7976939,rs951818,rs9634160	###	###	0.21191696570398968	0.37523467387376175	RXRA,TBR1,EGR3,ETS2,NFE2L2,RXRB,EGR1,ETV5,FOXG1
chr16_56970983_56971183	MT1M,MT1X	rs117124068,rs11862052,rs12444708,rs12447287,rs12720887,rs12720918,rs12920974,rs13306677,rs145162829,rs1800776,rs187468344,rs2115429,rs2289115,rs2399597,rs34876056,rs3794652,rs3794654,rs6499858,rs6499859,rs6499861,rs6499862,rs6499863,rs7186360,rs7188995,rs7205692,rs74402821,rs8044243,rs8049280,rs8058493,rs8060907,rs8064102	###	###	0.2117760346219	0.3759491208278428	TEF,SOX9,MEIS3,NR2F6,SOX10,MAZ,FOXO4,NFIC,RXRB,NR3C1,YY1,OLIG1,FOXG1,ARX,ETV1,E2F3,MZF1,HLF,POU3F2,NFIX,ETS1,POU3F3,MAFG,FOXJ3,E2F1,GABPA,SOX15,TFCP2,TCF3,NFIB,TCF4,NFE2L1,ETV5,PKNOX2,KLF3,TCF12,KLF4,MAFB,MAFK,MAF,ETS2,SOX2,NR3C2,RXRG,FOXO3,RXRA,SOX8,ZBTB7A,ASCL1,ESRRA,ELF2,NR2F1,DBP
chr22_39478735_39479082	CBX7	rs10427883,rs139271,rs139363,rs139364,rs139365,rs139367,rs139368,rs139370,rs139371,rs139383,rs143412848,rs145864468,rs150208006,rs181563458,rs185037603,rs185166405,rs190071884,rs191162898,rs191770432,rs2011861,rs2413570,rs35860424,rs5750753,rs5757464,rs5757490,rs5757491,rs6519165,rs6519166,rs710190,rs710191,rs7291971,rs79503,rs9607606	###	###	0.21173777046062983	0.37614317367082806	FOXO1,MYC,RXRB,JDP2,NR2C2,E2F3,POU3F2,NFIX,NFIB,FLI1,EGR4,MAFK,MAF,BHLHE40,ESRRA,ELF2,DBP,KLF9,MAZ,FOXO4,KLF16,NR2F2,SOX18,YY1,ETS1,HEY2,NRF1,E2F1,PATZ1,TFCP2,SOX15,NFE2L1,TCF12,MAFB,TEAD1,SOX2,KLF12,SRF,RFX5,IRF1,RXRG,SP1,RXRA,FOXC1,ELF1,TEAD2,ATF3,GATA2,ZBTB33,NR3C1,OLIG1,KLF13,NFIA,BDP1,MAFG,FOXJ3,RHOXF1,THRA,ETV5,TCF4,KLF4,MYCN,ETS2,EGR1,SOX12,NR3C2,SOX21,SOX8,ZBTB7A,NFE2L2,NR2F1,GABPA,TEF,SOX9,NR2F6,SOX10,CTCF,NFIC,FOXG1,ETV1,SMAD3,HEY1,MZF1,HLF,FOXJ2,POU3F3,KLF3,TCF3,BHLHE41,EGR3,SP3,SP2,TBP,POU3F1,TFAP4,FOXO3,ASCL1,ERG,HEYL,SOX13
chr17_18112302_18112577	ALKBH5	rs1064629,rs117782228,rs11869205,rs11870766,rs11871970,rs12150618,rs12450483,rs12451754,rs12936694,rs12939469,rs1378601,rs1378602,rs138400233,rs186853518,rs2290509,rs2360234,rs2605132,rs2605136,rs2605137,rs2605140,rs2746025,rs2746027,rs2746030,rs2925137,rs2925138,rs3794782,rs4603612,rs4924839,rs4924840,rs4924841,rs4925145,rs4925147,rs4925149,rs4925150,rs56021431,rs57186648,rs58804619,rs59179192,rs62072499,rs62073657,rs712273,rs712275,rs7212808,rs72827432,rs72827448,rs76291654,rs8068517,rs8069321,rs8071834,rs8400,rs854795,rs854797,rs854799,rs854801,rs854804,rs854805,rs854806,rs854807,rs860568,rs8821,rs9913266	###	###	0.21169687690080918	0.3763505958637262	ARNT2,BHLHE40,NFIX,POU3F3,BHLHE41,EGR3,ETS2,ESRRA,NFE2L2,RXRB,YY1,NR2F1,EGR1,ETV5,TCF4,TFE3,HEY1
chr14_94391461_94391720	ASB2	rs10873441,rs11160151,rs11160152,rs11627710,rs117341920,rs11848280,rs12434826,rs12885628,rs12888961,rs12891431,rs12891436,rs12892259,rs12892434,rs12894357,rs138439502,rs140768281,rs143442186,rs145374100,rs17129304,rs17129309,rs17129311,rs17129350,rs17751017,rs17751057,rs17824082,rs1884208,rs2010039,rs34426188,rs35314337,rs45571237,rs4905108,rs4905112,rs4905113,rs55974923,rs61982408,rs61982442,rs71431611,rs7144175,rs7144561,rs7146997,rs7148814,rs7155685,rs72696690,rs743204,rs74940210,rs75376570,rs761975,rs761976,rs78396588,rs78967017,rs79724424,rs8007280,rs8010996,rs971618	###	###	0.21168584409745006	0.37640656307581166	ETS2,SOX2,RXRB
chr1_177215998_177216536	ASTN1	rs1045736,rs113436772,rs114170604,rs116546383,rs12031532,rs12074160,rs12076832,rs12076969,rs12079554,rs12083865,rs12093301,rs12563309,rs12731117,rs12731391,rs12733032,rs12734367,rs12737508,rs12744134,rs12746872,rs12752137,rs12758156,rs12758344,rs12759893,rs150273144,rs180836180,rs3176441,rs34172536,rs34717204,rs35709620,rs58102470,rs6674725,rs6684962,rs71628231,rs71628232,rs74920193,rs7521851,rs7523311,rs75375071,rs75872248,rs760689,rs76204340,rs77200077,rs77702814,rs78750590,rs79728360,rs80112274,rs989536	###	###	0.2115905603675164	0.3768900264579621	MEIS3,NFIX,ELK1,NFIC,CEBPD,TBR1,ETS2,CEBPB,SOX2,RXRB,ETV5
chr12_133209341_133209682	PGAM5	rs111454116,rs12230022,rs140497516,rs150437827,rs182560647,rs34047482,rs35097230,rs4077170,rs4883536,rs4883541,rs4883542,rs4883543,rs4883630,rs5744728,rs5744748,rs5744841,rs5744903,rs5744939,rs5744941,rs5744977,rs5745023,rs5745028,rs5745031,rs5745034,rs5745065,rs5745073,rs5745075,rs5745095,rs59032267,rs7303791,rs7485056,rs7485668,rs7487063,rs76538739,rs7966242	###	###	0.21158333453020747	0.3769266977680068	ETS2,NR2F1,BHLHE40
chr20_34268883_34269294	ROMO1	rs10211771,rs1040695,rs111306810,rs1118233,rs111923076,rs112339847,rs112406737,rs112782551,rs113014094,rs113203744,rs113730848,rs11696527,rs11696947,rs11697903,rs11698796,rs11699044,rs11699690,rs11699793,rs117795261,rs118055036,rs118178507,rs12480194,rs12480408,rs12480622,rs140079641,rs142947890,rs146367992,rs146691914,rs17092883,rs17092885,rs17092915,rs17092937,rs17092945,rs17092957,rs17092980,rs17092985,rs17092999,rs17093026,rs17093027,rs186333651,rs188785484,rs2050729,rs2207889,rs2295355,rs2295356,rs2425071,rs2425072,rs2425073,rs2425074,rs2425076,rs2425078,rs2425079,rs2425081,rs2425082,rs2425083,rs2425084,rs2425085,rs2425086,rs2425087,rs2425088,rs2425089,rs2425090,rs2425091,rs2425092,rs2425093,rs2425094,rs2425095,rs2425096,rs2425097,rs2425099,rs2425100,rs2425102,rs2425103,rs2425105,rs2425106,rs2425109,rs2425110,rs28875933,rs35547638,rs3787164,rs3787165,rs3787166,rs3787168,rs56116518,rs56941405,rs57735618,rs59064961,rs59076413,rs59950734,rs60223674,rs6058288,rs6058290,rs6058291,rs6058293,rs6058294,rs6058296,rs6058297,rs6058302,rs6058303,rs6058304,rs6058305,rs6060524,rs6060526,rs6060529,rs6060530,rs6060535,rs6060539,rs6060541,rs6060542,rs6060547,rs6060553,rs6060556,rs6060557,rs6060558,rs6060560,rs6060562,rs6060564,rs6060565,rs6060566,rs6060567,rs6060569,rs6060570,rs6060572,rs6060578,rs6060580,rs6060582,rs6060583,rs6060585,rs60646509,rs61191623,rs6121015,rs6121018,rs6121020,rs6121026,rs6579255,rs7261284,rs7263640,rs7267759,rs7272885,rs7273637,rs7273815,rs73281027,rs7347735,rs73618512,rs73905926,rs76085366,rs76401607,rs78058415,rs78084033,rs78317430,rs78412521,rs79311039,rs79496906,rs8050,rs8116414,rs8124505	rs6058296,rs57735618	###	0.21157551412291953	0.37696638778703484	ETS2,FOXG1,NR2F1,MEIS3
chr19_3448828_3449039	DOHH	rs10126,rs10153493,rs10401784,rs10408753,rs10410599,rs10410896,rs10411035,rs10411932,rs10414517,rs10415247,rs10420006,rs10421059,rs1051803,rs11085020,rs111663961,rs111988013,rs113116413,rs11665658,rs11669705,rs11671513,rs11672719,rs116886445,rs12460094,rs12462357,rs12608678,rs12610084,rs12610998,rs12971613,rs12975319,rs12975645,rs12979645,rs12980469,rs12980774,rs12981408,rs12981554,rs12982194,rs12982509,rs12984804,rs139775408,rs143730626,rs144206161,rs148728422,rs181299579,rs185164038,rs1860323,rs188710088,rs190413472,rs2072349,rs2074977,rs2074978,rs2240665,rs2302220,rs2345365,rs34065997,rs34236302,rs34702633,rs34767627,rs35533339,rs35794794,rs3859564,rs3922397,rs4344868,rs4520955,rs4806930,rs4806932,rs4806934,rs4806935,rs4806936,rs4806937,rs4807461,rs4807462,rs4807467,rs4807469,rs4807470,rs4807471,rs4807472,rs4807473,rs4807475,rs4807476,rs56053124,rs56199956,rs60120291,rs62125962,rs62125964,rs62125968,rs62130566,rs7246208,rs7246450,rs7250927,rs7255927,rs7259252,rs7259770,rs72974739,rs72974790,rs73523817,rs740568,rs75834243,rs76076509,rs80159117,rs8105687,rs8107139,rs8107689,rs8111330,rs9749589	rs4807473,rs4807472	###	0.21142913828808213	0.3777095118042436	ETS2,NR2F1,RXRB
chr9_140434636_140435092	MRPL41	rs114222989,rs117413480,rs118009646,rs12375559,rs142791311,rs148681782,rs149407940,rs1776771,rs1891629,rs72765175,rs77236166,rs78376624	###	###	0.2111113562779019	0.3793243899208961	TEF,ID4,MEIS3,NR2F6,SOX9,CTCF,FOXO4,NFIC,CEBPD,RXRB,NR3C1,YY1,OLIG1,MAX,ETV1,E2F3,MZF1,HEY1,ARNT2,NFIX,MXD4,USF1,POU3F3,E2F1,KLF3,ETV5,TCF3,TFCP2,TCF4,ID1,TCF12,FLI1,KLF4,EGR4,BHLHE41,EGR3,TEAD1,ETS2,SRF,EGR1,BHLHE40,TBP,MXI1,ZIC2,FOXO3,RXRA,ELK1,SOX8,ID2,ZBTB7A,ERF,USF2,TBR1,ESRRA,HES1,NFE2L2,NPAS2,NR2F1,TFE3,GABPA
chr3_147127898_147128222	ZIC1	rs115771316,rs11916858,rs12488094,rs138242460,rs148948087,rs1503730,rs1503732,rs1503734,rs1503737,rs1503739,rs1566798,rs16834039,rs16859387,rs16859454,rs16859459,rs2279831,rs28541581,rs2873923,rs34185023,rs35604858,rs4467417,rs4681356,rs55706239,rs55944095,rs56119419,rs56119978,rs56187280,rs58241711,rs59531960,rs62273366,rs62273371,rs62273373,rs62273375,rs62273376,rs62273378,rs62273381,rs62273385,rs6440478,rs6766244,rs6797793,rs73004625,rs73149910,rs75610373,rs954735	###	###	0.21109032261613345	0.3794313517109419	ARNT2,NR2F6,BHLHE40,NFIX,POU3F3,EGR3,ETS2,RXRB,EGR1,ETV5,FOXG1,NR2F1,E2F3
chr1_149960363_149960815	VPS45	rs10494261,rs11205307,rs11205308,rs112689254,rs112852625,rs113321828,rs113562634,rs11578204,rs116055399,rs12063281,rs12063329,rs12077623,rs12081082,rs12093499,rs141281255,rs142825819,rs143367816,rs147162087,rs148400992,rs150044209,rs2044891,rs2198194,rs28366567,rs35230744,rs41265185,rs55840906,rs61808060,rs72692854,rs72692857,rs73008195,rs74774309,rs75480592,rs77015846,rs77391665,rs79319620,rs79941589	###	###	0.21098972738299662	0.3799430328315483	NR2F6,NFIX,ETS2,SOX2,RXRB,ETV5,FOXG1,TCF4,NR2F1
chr9_19397298_19397568	RPS6	rs117739062,rs139629320,rs142755164,rs146951378,rs182872766,rs184549016,rs78186062	###	###	0.21097095368942867	0.3800385491772422	TEF,KLF9,SOX9,NR2F6,SOX10,CTCF,FOXO4,FOXO1,NFIC,CEBPD,KLF16,POU6F1,RXRB,YY1,NR3C1,SOX18,EMX2,ARX,FOXG1,ETV1,E2F3,KLF13,NFIA,MZF1,HLF,POU3F2,NFIX,ETS1,POU3F3,E2F1,RHOXF1,NFIB,ETV5,TCF3,SOX15,KLF3,TCF4,TCF12,FLI1,KLF4,ZIC1,TEAD1,ETS2,SOX2,SP2,SRF,SP3,CEBPB,TBP,POU3F1,DBP,POU2F1,RFX5,NR3C2,SOX12,RXRG,ZIC2,FOXO3,SOX21,RXRA,TEAD3,DLX1,ZBTB7A,SOX8,ESRRA,TEAD2,TBR1,TBX2,SOX13,NR2F1,LHX2,GABPA
chr20_34260520_34260720	ROMO1	rs10211771,rs1040695,rs111306810,rs1118233,rs111923076,rs112339847,rs112782551,rs113203744,rs113522583,rs113730848,rs11696527,rs11697903,rs11698796,rs11699690,rs11699793,rs117795261,rs118055036,rs118178507,rs12480408,rs12480622,rs12481228,rs140079641,rs142947890,rs146367992,rs146691914,rs17092883,rs17092885,rs17092915,rs17092937,rs17092945,rs17092957,rs17092980,rs17092985,rs17092999,rs186333651,rs188785484,rs2050729,rs2207889,rs2295355,rs2295356,rs2425071,rs2425072,rs2425073,rs2425074,rs2425076,rs2425078,rs2425079,rs2425081,rs2425082,rs2425083,rs2425084,rs2425085,rs2425086,rs2425087,rs2425088,rs2425089,rs2425090,rs2425091,rs2425092,rs2425093,rs2425094,rs2425095,rs2425096,rs2425097,rs2425099,rs2425100,rs28875933,rs35547638,rs3787164,rs3787165,rs3787166,rs3787168,rs56116518,rs56713193,rs57735618,rs59064961,rs59076413,rs59950734,rs60223674,rs6058281,rs6058283,rs6058285,rs6058288,rs6058290,rs6058291,rs6058293,rs6058294,rs6058296,rs6058297,rs6058302,rs6058303,rs6058304,rs6060515,rs6060516,rs6060518,rs6060519,rs6060524,rs6060526,rs6060529,rs6060530,rs6060535,rs6060539,rs6060541,rs6060542,rs6060547,rs6060553,rs6060556,rs6060557,rs6060558,rs6060560,rs6060562,rs6060564,rs6060565,rs6060566,rs6060567,rs6060569,rs6060570,rs6060572,rs6060578,rs6060580,rs60646509,rs61016611,rs61191623,rs6121015,rs6121018,rs6121020,rs6121026,rs6579255,rs7261284,rs7267759,rs7272885,rs7273637,rs7273815,rs73281027,rs7347735,rs73618512,rs73905926,rs76085366,rs76401607,rs77120309,rs78084033,rs78317430,rs78412521,rs79311039,rs79496906,rs8050,rs8116414,rs8124505	###	###	0.21076008171234228	0.3811119199712588	ETS2,FOXG1,NR2F1,MEIS3
chr19_50153186_50153666	RRAS	rs10406006,rs10411771,rs10413000,rs10415576,rs10415600,rs10423579,rs10423580,rs10424751,rs10424801,rs10426151,rs1075453,rs112205523,rs112226575,rs112378716,rs112384921,rs112539009,rs113222846,rs113717727,rs113751151,rs113817466,rs1140375,rs117471348,rs11880195,rs11880923,rs12104272,rs12459840,rs12984428,rs1368464,rs143931729,rs148729350,rs150944766,rs151252460,rs2005235,rs2082481,rs2116922,rs2304204,rs2304205,rs2304206,rs2304207,rs28623325,rs34647824,rs3745469,rs56055089,rs56146695,rs57958955,rs59662975,rs60906557,rs61189653,rs61743199,rs6509439,rs6509440,rs6509441,rs68046065,rs7047,rs7251,rs7256146,rs7258363,rs7258381,rs7259683,rs73058080,rs73058085,rs73060070,rs731861,rs73934022,rs73934025,rs7508148,rs7508601,rs755769,rs76246107,rs76387513,rs8109314,rs8110004,rs8111956,rs881785,rs975484	rs7259683	rs6509441	0.21059711077278664	0.38194209468774254	ETS2
chr3_186029114_186029575	DGKG	rs145427147,rs188095972,rs76372390	###	###	0.2105168414207912	0.38235118703179627	RXRB
chr7_100074099_100074339	PCOLCE	rs1073,rs111265471,rs111493473,rs111972532,rs112223799,rs112317829,rs113738841,rs11559117,rs117078929,rs11760536,rs11761624,rs11761725,rs11761784,rs11761918,rs11763511,rs11764818,rs11766202,rs11766752,rs11769700,rs11772580,rs11773661,rs142244556,rs144613397,rs145780144,rs148401918,rs150931657,rs182550373,rs182847677,rs187985770,rs189717636,rs189726100,rs1962269,rs2406253,rs2406255,rs28578163,rs28629346,rs2897358,rs34989573,rs4074838,rs4385401,rs4463351,rs4469386,rs4472444,rs4989959,rs60257855,rs60478351,rs60644673,rs60844404,rs66648318,rs66791449,rs66958101,rs67040465,rs67196635,rs67239991,rs67483801,rs67885733,rs6948699,rs6953107,rs6955362,rs6962151,rs6967277,rs6974282,rs6974286,rs6975514,rs6975729,rs6978739,rs73405353,rs74460138,rs7778181,rs7787620,rs7787825,rs7794485,rs7800667,rs7806537,rs7808970,rs7809801,rs7811142	###	###	0.21051654383604004	0.38235270391562337	ETS2,NFIX,BHLHE40
chr2_224860434_224860638	SERPINE2	rs112373009,rs114304840,rs114657897,rs114855671,rs115038752,rs115051822,rs115161184,rs115500795,rs115889228,rs115928923,rs116008011,rs116104631,rs116172342,rs116189690,rs116256765,rs116337018,rs116571389,rs11695790,rs12694625,rs13023851,rs13412535,rs143044836,rs145554607,rs16865466,rs187916872,rs193195394,rs33916072,rs57862293,rs6708663,rs6712954,rs6740547,rs74362729,rs74807729,rs7597833,rs76967123,rs77548708,rs77723049,rs78875887	###	###	0.21030957262141747	0.38340813787120975	TBR1,ETS2,SOX2,RXRB,ETV5
chr1_112266953_112267237	FAM212B	rs1000947,rs1047401,rs10489469,rs10489470,rs1099800,rs1099801,rs1107392,rs11102325,rs11102326,rs11102327,rs11102331,rs113746064,rs114593074,rs114629026,rs11578410,rs115946640,rs116293477,rs116463309,rs11800513,rs11811128,rs12030677,rs12038204,rs12049420,rs12122417,rs12122793,rs12124584,rs127204,rs12723732,rs12738965,rs12751967,rs12753097,rs1324890,rs1324891,rs141106282,rs148938074,rs150697062,rs150991110,rs151264912,rs1546924,rs17028287,rs17028354,rs1812249,rs188522768,rs1886498,rs197374,rs197377,rs197379,rs197388,rs197392,rs197393,rs197412,rs197413,rs197415,rs197419,rs197420,rs197426,rs197427,rs197429,rs197438,rs197439,rs2076586,rs2076587,rs2365323,rs2473842,rs2473843,rs2477427,rs28618350,rs34048598,rs34053809,rs34216562,rs34789051,rs35162074,rs35533201,rs3738300,rs3754028,rs3754030,rs3767593,rs3767594,rs3767595,rs41310098,rs41314013,rs474722,rs480578,rs4838920,rs4839157,rs4839162,rs484495,rs486982,rs496296,rs498787,rs506991,rs524291,rs531083,rs531692,rs534888,rs538779,rs552802,rs556785,rs563002,rs565612,rs570634,rs57203909,rs58480170,rs59220589,rs59449436,rs61752473,rs61788767,rs6573,rs6658723,rs6687953,rs6698691,rs71673431,rs72690789,rs72690790,rs72690792,rs72692513,rs72697814,rs72697816,rs72697820,rs72976067,rs72991095,rs72991098,rs74400511,rs7525307,rs7526355,rs7536042,rs7540643,rs763740,rs76531788,rs78381335,rs79788335,rs881249,rs9970762	###	###	0.2102795442366455	0.38356133743973164	ARNT2,NFIX,NFIC,ETS2,RXRB,EGR1,BHLHE40
chr19_29927324_29927533	VSTM2B	rs10402892,rs10404366,rs10404529,rs10411539,rs10413623,rs10417711,rs10422264,rs10423879,rs10423905,rs112150311,rs113763691,rs116852441,rs13344510,rs137856454,rs138558977,rs2004493,rs28414149,rs28520801,rs2866072,rs2903183,rs35635579,rs3960886,rs4804884,rs4805421,rs58107963,rs58345572,rs6509401,rs73539073,rs73541109,rs76840753,rs77360398,rs78771681,rs8106792,rs8109600,rs8111626,rs8111712,rs892069	###	###	0.21013105456333545	0.38431917295170404	NR2F6,RXRA,NFIX,POU3F3,CTCF,ZBTB7A,ESRRA,EGR3,ETS2,NFE2L2,RXRB,YY1,EGR1,ETV5,TCF4,NR2F1
chr6_41941287_41941598	CCND3	rs1051130,rs16895128,rs3218086,rs3218092,rs57729711,rs60610471,rs60764456,rs62417389,rs62417391,rs6458250,rs7449838,rs7764240,rs7766817,rs7766960,rs7768317,rs79699037	###	###	0.2100490965189381	0.3847376456940963	NFIX,ETS2,RXRB,FOXG1,NR2F1
chr10_104202458_104202903	FBXL15	rs1056738,rs1056739,rs1056740,rs1056741,rs1056744,rs1056857,rs1056890,rs10883723,rs10883725,rs10883726,rs11191279,rs11191283,rs11191288,rs11191294,rs11191295,rs11191301,rs113136188,rs11574852,rs11591780,rs11592299,rs11592718,rs11593146,rs11593526,rs11593583,rs11593589,rs11593971,rs11595149,rs11597439,rs11598128,rs11598184,rs117098522,rs117715797,rs117793008,rs118028082,rs12162,rs12265877,rs12569526,rs12570201,rs12762305,rs12763720,rs12763794,rs12771867,rs12781718,rs12781742,rs13287,rs140374940,rs148337160,rs148990403,rs183822911,rs188180985,rs1977382,rs1984795,rs2015583,rs2025712,rs2025713,rs2296578,rs2296579,rs2296581,rs2296582,rs2296583,rs2296584,rs2296585,rs2296586,rs2296587,rs2296588,rs2296589,rs2863707,rs35332469,rs35637354,rs3740414,rs3740415,rs3740418,rs3781289,rs3781290,rs3781291,rs3781292,rs3808937,rs41287462,rs41306870,rs4919638,rs4919639,rs4919641,rs55970842,rs56384670,rs5870,rs59426691,rs59474492,rs61873704,rs61873733,rs6584499,rs7074444,rs7077329,rs7079810,rs7081110,rs7081467,rs7092622,rs72845694,rs72845696,rs72845701,rs7341995,rs7342070,rs7358268,rs74606364,rs75779120,rs76085620,rs77389536,rs7898410,rs7917158,rs7917402,rs7917525,rs7921010,rs79931565	###	rs6584499,rs11593146,rs11597439,rs55970842,rs72845694,rs77389536,rs11191283,rs1056890,rs7077329,rs3740418	0.2099243863706922	0.38537466561228984	TEF,NR2F6,CTCF,FOXO4,NFIC,RXRB,YY1,FOXG1,OLIG1,E2F3,MZF1,NFIX,POU3F3,ETV5,TCF4,EGR3,ETS2,EGR1,TBP,RXRA,ELK1,SOX8,ZBTB7A,ERF,TBR1,ESRRA,NR2F1
chr10_72062982_72063587	LRRC20	rs10823505,rs10823512,rs10999240,rs10999242,rs112882186,rs117133875,rs117269718,rs11815560,rs12354675,rs12780221,rs12781181,rs144692300,rs145675097,rs189894423,rs2394672,rs55813651,rs56079957,rs56158935,rs61856824,rs61858213,rs74820364,rs75900958,rs883166,rs958448,rs9787714	###	###	0.20991677140593917	0.3854135729211692	SOX9,MEIS3,NR2F6,SOX10,FOXO4,NFIC,CEBPD,RXRB,YY1,OLIG1,NFIX,POU3F3,PBX2,PKNOX2,TFCP2,ETV5,TCF4,ETS2,TEAD1,CEBPB,SOX2,SOX12,FOXO3,SOX8,TBR1,ESRRA,NFE2L2,NR2F1
